,entity_id,sex,age_cat,race,priors_count,c_charge_degree,label_value
4232,6463,Male,25 - 45,African-American,15,F,0
4233,6466,Male,Greater than 45,Caucasian,0,M,0
4234,6467,Male,25 - 45,African-American,12,F,0
4235,6468,Female,Greater than 45,African-American,1,F,0
4236,6469,Male,Less than 25,Other,0,F,1
4237,6470,Female,Less than 25,African-American,0,F,1
4238,6471,Male,Greater than 45,Caucasian,28,F,1
4239,6473,Male,25 - 45,African-American,7,F,1
4240,6475,Male,25 - 45,African-American,1,M,0
4241,6477,Male,Greater than 45,Caucasian,4,F,1
4242,6478,Female,25 - 45,Hispanic,4,F,1
4243,6480,Male,25 - 45,African-American,16,F,1
4244,6481,Female,Less than 25,African-American,0,M,0
4245,6482,Male,25 - 45,African-American,5,F,1
4246,6483,Male,Greater than 45,Caucasian,13,F,0
4247,6484,Female,Greater than 45,Caucasian,0,F,0
4248,6485,Male,Greater than 45,African-American,0,F,0
4249,6487,Female,25 - 45,African-American,0,M,0
4250,6488,Female,Greater than 45,Caucasian,0,M,0
4251,6489,Male,25 - 45,African-American,1,F,1
4252,6490,Male,Less than 25,African-American,0,F,1
4253,6491,Female,25 - 45,Caucasian,0,M,1
4254,6492,Male,25 - 45,Caucasian,1,M,0
4255,6495,Male,25 - 45,Asian,0,F,0
4256,6496,Male,Less than 25,Caucasian,0,F,0
4257,6497,Male,25 - 45,African-American,7,M,1
4258,6498,Female,25 - 45,Caucasian,3,F,0
4259,6500,Female,Less than 25,Caucasian,0,F,0
4260,6501,Female,Greater than 45,African-American,0,F,0
4261,6502,Male,25 - 45,African-American,8,M,1
4262,6503,Male,25 - 45,Hispanic,1,F,1
4263,6504,Male,25 - 45,African-American,8,F,1
4264,6505,Male,25 - 45,Caucasian,5,F,0
4265,6507,Male,25 - 45,African-American,0,M,1
4266,6508,Female,25 - 45,African-American,5,F,0
4267,6511,Male,25 - 45,African-American,1,M,1
4268,6512,Male,25 - 45,Caucasian,1,F,0
4269,6513,Male,Greater than 45,African-American,13,F,1
4270,6514,Male,25 - 45,Caucasian,2,F,0
4271,6518,Male,25 - 45,African-American,1,M,0
4272,6520,Female,25 - 45,African-American,1,F,0
4273,6521,Female,25 - 45,Caucasian,11,F,1
4274,6522,Male,Less than 25,African-American,3,F,1
4275,6524,Male,25 - 45,Caucasian,0,F,0
4276,6525,Male,Greater than 45,Caucasian,1,F,1
4277,6526,Female,25 - 45,Hispanic,0,M,0
4278,6527,Female,Less than 25,African-American,0,M,0
4279,6528,Male,25 - 45,African-American,6,F,1
4280,6529,Male,Less than 25,Other,0,F,1
4281,6531,Male,Less than 25,African-American,1,M,1
4282,6533,Female,Less than 25,Hispanic,2,M,0
4283,6534,Female,25 - 45,African-American,5,F,0
4284,6535,Male,Less than 25,Caucasian,1,F,1
4285,6536,Male,Greater than 45,Caucasian,3,M,0
4286,6537,Male,25 - 45,Caucasian,4,F,1
4287,6538,Male,25 - 45,Caucasian,0,M,0
4288,6539,Male,25 - 45,Other,2,F,0
4289,6541,Male,Less than 25,Caucasian,5,M,1
4290,6546,Male,25 - 45,Hispanic,2,F,0
4291,6547,Male,Less than 25,Hispanic,2,F,1
4292,6548,Male,Less than 25,African-American,1,F,1
4293,6549,Male,Greater than 45,African-American,0,M,1
4294,6550,Male,Greater than 45,African-American,12,F,1
4295,6551,Male,25 - 45,Caucasian,1,M,0
4296,6552,Female,Greater than 45,Caucasian,8,M,1
4297,6553,Male,Less than 25,African-American,2,M,0
4298,6554,Female,25 - 45,African-American,0,F,0
4299,6557,Male,Greater than 45,African-American,5,M,0
4300,6558,Male,Greater than 45,Caucasian,1,F,1
4301,6560,Female,Greater than 45,African-American,6,F,0
4302,6563,Male,25 - 45,Caucasian,4,M,1
4303,6564,Male,25 - 45,Caucasian,0,F,0
4304,6566,Male,25 - 45,African-American,9,F,1
4305,6570,Male,Greater than 45,Caucasian,2,F,0
4306,6571,Male,Greater than 45,African-American,12,F,1
4307,6572,Male,25 - 45,Caucasian,1,F,0
4308,6573,Male,25 - 45,Other,0,F,1
4309,6574,Female,25 - 45,African-American,2,F,1
4310,6575,Male,25 - 45,Hispanic,2,F,1
4311,6577,Male,25 - 45,Caucasian,1,F,0
4312,6578,Male,Greater than 45,Caucasian,3,F,0
4313,6580,Male,Greater than 45,Caucasian,0,M,0
4314,6583,Male,25 - 45,African-American,0,F,0
4315,6584,Male,25 - 45,Caucasian,1,F,0
4316,6585,Male,25 - 45,African-American,3,F,1
4317,6586,Female,Greater than 45,Caucasian,6,F,1
4318,6587,Male,Less than 25,African-American,1,F,1
4319,6588,Male,Less than 25,African-American,0,F,0
4320,6589,Female,25 - 45,African-American,1,F,1
4321,6591,Female,Greater than 45,African-American,0,F,0
4322,6592,Female,Greater than 45,Caucasian,0,M,0
4323,6593,Male,Greater than 45,African-American,0,M,0
4324,6594,Male,Less than 25,African-American,0,M,0
4325,6595,Male,25 - 45,African-American,0,F,0
4326,6596,Male,Greater than 45,African-American,0,F,1
4327,6597,Male,25 - 45,African-American,10,F,1
4328,6600,Male,25 - 45,Hispanic,1,F,1
4329,6601,Male,Greater than 45,African-American,1,F,0
4330,6602,Male,25 - 45,Caucasian,1,F,1
4331,6603,Male,Less than 25,African-American,15,F,1
4332,6604,Male,25 - 45,African-American,2,F,1
4333,6605,Female,Less than 25,African-American,0,F,0
4334,6606,Male,25 - 45,African-American,0,F,0
4335,6608,Male,25 - 45,Caucasian,5,F,1
4336,6611,Male,Greater than 45,African-American,0,F,0
4337,6613,Male,25 - 45,African-American,2,F,0
4338,6614,Male,Less than 25,Caucasian,1,M,0
4339,6615,Female,Greater than 45,Other,0,F,0
4340,6616,Male,25 - 45,Caucasian,1,M,1
4341,6621,Male,25 - 45,Hispanic,0,F,1
4342,6624,Male,Greater than 45,Hispanic,2,F,1
4343,6626,Male,25 - 45,African-American,0,F,0
4344,6627,Male,25 - 45,Hispanic,1,M,0
4345,6629,Female,25 - 45,Caucasian,1,M,1
4346,6631,Male,25 - 45,African-American,0,F,1
4347,6633,Male,25 - 45,Caucasian,3,F,0
4348,6634,Male,25 - 45,African-American,21,M,1
4349,6636,Male,Less than 25,Caucasian,0,M,0
4350,6637,Female,25 - 45,Caucasian,0,M,0
4351,6638,Male,Less than 25,African-American,1,F,1
4352,6639,Male,Greater than 45,African-American,3,F,0
4353,6641,Male,Less than 25,African-American,2,F,1
4354,6642,Male,25 - 45,Caucasian,2,F,0
4355,6645,Female,25 - 45,African-American,3,F,0
4356,6646,Male,25 - 45,African-American,0,M,1
4357,6649,Male,25 - 45,Caucasian,3,M,1
4358,6650,Male,Less than 25,African-American,0,M,1
4359,6651,Female,25 - 45,African-American,3,M,0
4360,6652,Male,25 - 45,African-American,4,F,1
4361,6653,Female,25 - 45,Caucasian,4,F,0
4362,6654,Male,Less than 25,African-American,1,F,1
4363,6655,Female,25 - 45,African-American,1,F,0
4364,6657,Female,25 - 45,African-American,15,F,1
4365,6658,Male,25 - 45,African-American,0,F,1
4366,6659,Male,Less than 25,African-American,0,F,0
4367,6660,Male,25 - 45,Caucasian,2,F,1
4368,6661,Male,Less than 25,Caucasian,0,F,0
4369,6662,Male,25 - 45,African-American,0,F,0
4370,6663,Male,25 - 45,African-American,1,F,0
4371,6665,Female,Less than 25,African-American,3,F,0
4372,6667,Female,Less than 25,African-American,1,F,0
4373,6668,Male,25 - 45,African-American,0,M,1
4374,6669,Male,25 - 45,African-American,35,F,0
4375,6670,Male,25 - 45,Caucasian,2,M,1
4376,6671,Female,Less than 25,Caucasian,0,F,1
4377,6672,Male,Less than 25,African-American,1,F,1
4378,6679,Female,25 - 45,Other,4,M,1
4379,6681,Male,25 - 45,African-American,3,M,1
4380,6683,Female,Less than 25,African-American,3,M,1
4381,6685,Male,25 - 45,African-American,0,M,0
4382,6686,Male,25 - 45,Caucasian,1,F,1
4383,6687,Male,25 - 45,Caucasian,10,F,1
4384,6688,Male,25 - 45,Caucasian,0,F,0
4385,6689,Male,Greater than 45,Caucasian,1,M,0
4386,6690,Male,25 - 45,African-American,7,F,1
4387,6691,Female,25 - 45,Caucasian,7,F,0
4388,6692,Male,25 - 45,Caucasian,0,F,0
4389,6693,Male,25 - 45,Caucasian,0,M,0
4390,6695,Male,25 - 45,African-American,5,F,0
4391,6696,Male,Less than 25,African-American,0,F,0
4392,6697,Male,25 - 45,Caucasian,0,M,0
4393,6698,Male,25 - 45,African-American,12,F,1
4394,6699,Female,25 - 45,Caucasian,4,M,0
4395,6701,Male,Less than 25,African-American,1,F,0
4396,6702,Female,25 - 45,African-American,0,M,0
4397,6703,Male,25 - 45,African-American,4,F,0
4398,6704,Male,25 - 45,Caucasian,1,F,0
4399,6705,Female,25 - 45,Caucasian,0,M,0
4400,6706,Male,25 - 45,African-American,18,F,1
4401,6708,Male,25 - 45,African-American,2,F,0
4402,6712,Female,25 - 45,Caucasian,1,M,0
4403,6713,Male,25 - 45,Other,0,F,0
4404,6715,Female,25 - 45,African-American,0,M,0
4405,6717,Female,25 - 45,Caucasian,1,F,0
4406,6719,Male,25 - 45,African-American,2,F,1
4407,6721,Female,25 - 45,African-American,0,M,0
4408,6722,Male,25 - 45,Caucasian,3,M,0
4409,6726,Male,25 - 45,Hispanic,7,F,1
4410,6729,Female,25 - 45,Hispanic,0,F,0
4411,6730,Female,25 - 45,African-American,0,M,0
4412,6731,Female,25 - 45,Caucasian,0,M,0
4413,6732,Male,Less than 25,Caucasian,1,F,1
4414,6733,Male,Less than 25,African-American,0,F,0
4415,6735,Female,Greater than 45,Hispanic,0,M,0
4416,6737,Male,Less than 25,African-American,2,M,1
4417,6739,Male,Greater than 45,African-American,0,F,1
4418,6740,Female,25 - 45,African-American,1,F,1
4419,6741,Male,Less than 25,African-American,1,M,0
4420,6744,Male,25 - 45,African-American,3,M,1
4421,6747,Male,Less than 25,African-American,5,F,1
4422,6748,Male,Less than 25,Other,0,M,0
4423,6749,Female,Less than 25,Caucasian,0,M,0
4424,6751,Male,25 - 45,Caucasian,2,F,1
4425,6754,Female,Less than 25,Hispanic,0,M,0
4426,6755,Female,Less than 25,African-American,0,M,1
4427,6756,Male,25 - 45,Caucasian,0,F,1
4428,6758,Female,25 - 45,Caucasian,0,M,1
4429,6759,Male,25 - 45,African-American,12,F,1
4430,6760,Male,25 - 45,African-American,2,F,0
4431,6762,Male,Less than 25,Caucasian,0,M,1
4432,6763,Female,25 - 45,Caucasian,0,M,0
4433,6765,Male,Greater than 45,Hispanic,1,F,0
4434,6766,Male,25 - 45,African-American,8,F,1
4435,6769,Female,25 - 45,Caucasian,0,F,0
4436,6771,Male,Greater than 45,African-American,4,F,0
4437,6773,Female,25 - 45,Caucasian,0,M,0
4438,6774,Male,25 - 45,Hispanic,2,M,0
4439,6775,Male,25 - 45,African-American,9,F,1
4440,6776,Male,Greater than 45,Caucasian,0,F,0
4441,6778,Male,Less than 25,African-American,1,M,0
4442,6780,Female,25 - 45,African-American,1,F,0
4443,6781,Male,Greater than 45,Caucasian,1,M,0
4444,6782,Male,Less than 25,Hispanic,2,F,0
4445,6783,Female,Greater than 45,African-American,21,M,1
4446,6784,Male,25 - 45,Other,0,M,0
4447,6786,Male,25 - 45,Hispanic,0,F,0
4448,6788,Male,Greater than 45,African-American,12,F,0
4449,6791,Male,Greater than 45,African-American,3,F,0
4450,6793,Female,25 - 45,Caucasian,2,M,0
4451,6794,Male,25 - 45,Caucasian,13,F,1
4452,6796,Male,Less than 25,African-American,0,F,1
4453,6798,Male,Less than 25,Caucasian,3,F,0
4454,6800,Male,Less than 25,African-American,0,F,0
4455,6801,Male,25 - 45,Caucasian,1,F,0
4456,6802,Female,25 - 45,Caucasian,1,M,0
4457,6803,Male,Greater than 45,African-American,5,F,1
4458,6804,Male,25 - 45,Caucasian,2,F,1
4459,6805,Male,Less than 25,African-American,0,F,1
4460,6807,Male,25 - 45,African-American,6,F,1
4461,6808,Male,25 - 45,Other,0,F,0
4462,6809,Male,25 - 45,African-American,0,F,0
4463,6810,Male,Less than 25,African-American,1,F,1
4464,6811,Male,Less than 25,African-American,3,F,1
4465,6812,Male,Less than 25,Caucasian,1,F,0
4466,6813,Male,Greater than 45,Other,0,M,0
4467,6815,Male,Less than 25,African-American,2,F,0
4468,6816,Female,25 - 45,African-American,0,M,0
4469,6818,Female,Greater than 45,Caucasian,0,M,1
4470,6819,Male,25 - 45,Hispanic,2,M,1
4471,6820,Male,25 - 45,African-American,1,F,0
4472,6824,Male,Greater than 45,Hispanic,13,F,0
4473,6825,Male,Greater than 45,African-American,22,F,1
4474,6827,Male,25 - 45,African-American,0,F,1
4475,6828,Male,25 - 45,Caucasian,2,F,0
4476,6829,Male,Greater than 45,African-American,0,M,0
4477,6830,Female,Less than 25,Caucasian,3,F,1
4478,6831,Female,25 - 45,Caucasian,9,M,1
4479,6834,Male,25 - 45,Hispanic,1,F,0
4480,6836,Male,Less than 25,Caucasian,0,F,1
4481,6837,Male,Greater than 45,Caucasian,3,M,1
4482,6838,Female,25 - 45,Caucasian,2,F,1
4483,6840,Male,25 - 45,African-American,8,F,1
4484,6846,Male,Less than 25,African-American,0,M,1
4485,6847,Female,25 - 45,African-American,4,F,0
4486,6850,Male,25 - 45,Caucasian,0,F,1
4487,6851,Male,25 - 45,Caucasian,7,F,1
4488,6852,Male,25 - 45,Other,0,F,1
4489,6855,Male,25 - 45,Caucasian,1,F,1
4490,6857,Female,25 - 45,African-American,0,M,0
4491,6858,Male,Greater than 45,Caucasian,3,M,0
4492,6859,Male,Less than 25,Caucasian,0,F,1
4493,6860,Male,Less than 25,Hispanic,0,M,1
4494,6862,Male,25 - 45,African-American,5,F,0
4495,6863,Male,25 - 45,African-American,0,F,0
4496,6864,Male,25 - 45,African-American,6,M,1
4497,6866,Female,Less than 25,African-American,1,M,0
4498,6870,Male,25 - 45,Caucasian,11,F,0
4499,6872,Male,Greater than 45,African-American,2,F,0
4500,6875,Male,Less than 25,Caucasian,0,F,0
4501,6877,Female,25 - 45,African-American,2,F,0
4502,6878,Male,Greater than 45,Caucasian,1,F,1
4503,6881,Male,25 - 45,Hispanic,2,F,0
4504,6882,Male,25 - 45,African-American,17,F,1
4505,6883,Female,Greater than 45,Caucasian,1,M,0
4506,6884,Male,25 - 45,Caucasian,0,F,0
4507,6885,Female,25 - 45,Other,0,M,1
4508,6886,Male,Greater than 45,African-American,17,F,1
4509,6888,Female,25 - 45,African-American,0,M,0
4510,6889,Male,25 - 45,Caucasian,3,M,1
4511,6892,Male,Less than 25,African-American,1,F,1
4512,6893,Male,25 - 45,African-American,0,F,0
4513,6894,Male,25 - 45,African-American,2,M,0
4514,6896,Male,25 - 45,Hispanic,0,F,1
4515,6898,Male,Greater than 45,African-American,4,F,0
4516,6899,Male,25 - 45,Caucasian,0,M,0
4517,6900,Male,25 - 45,African-American,1,F,1
4518,6901,Female,Less than 25,African-American,0,F,0
4519,6904,Female,Less than 25,African-American,1,F,0
4520,6906,Female,25 - 45,Hispanic,0,M,0
4521,6908,Male,25 - 45,African-American,21,F,1
4522,6910,Male,25 - 45,African-American,18,F,1
4523,6911,Male,Less than 25,Hispanic,0,M,1
4524,6912,Female,Greater than 45,African-American,1,F,0
4525,6915,Male,25 - 45,African-American,9,F,1
4526,6916,Male,Less than 25,African-American,1,F,0
4527,6919,Female,25 - 45,African-American,0,F,1
4528,6920,Male,25 - 45,African-American,10,M,0
4529,6921,Male,25 - 45,African-American,1,F,0
4530,6923,Male,25 - 45,African-American,0,F,0
4531,6924,Male,Less than 25,African-American,2,F,1
4532,6926,Male,25 - 45,Caucasian,1,F,1
4533,6927,Male,25 - 45,African-American,1,M,1
4534,6929,Male,25 - 45,Caucasian,0,F,0
4535,6931,Male,25 - 45,African-American,0,M,0
4536,6932,Male,Less than 25,Caucasian,3,F,1
4537,6934,Female,25 - 45,African-American,0,F,0
4538,6935,Male,Less than 25,Caucasian,1,F,1
4539,6936,Male,Less than 25,African-American,1,F,1
4540,6937,Female,25 - 45,Caucasian,0,F,0
4541,6939,Male,Greater than 45,Caucasian,2,F,0
4542,6941,Female,Greater than 45,African-American,1,F,1
4543,6943,Female,Less than 25,African-American,4,F,1
4544,6944,Female,25 - 45,Caucasian,0,M,0
4545,6946,Male,Less than 25,African-American,2,F,1
4546,6947,Female,25 - 45,African-American,4,F,1
4547,6948,Male,25 - 45,African-American,0,F,0
4548,6949,Male,25 - 45,Caucasian,1,M,1
4549,6950,Male,Greater than 45,Caucasian,3,F,0
4550,6952,Male,Less than 25,African-American,0,F,0
4551,6955,Male,Less than 25,African-American,2,F,1
4552,6957,Male,25 - 45,African-American,3,F,1
4553,6959,Male,25 - 45,Hispanic,0,F,0
4554,6960,Female,25 - 45,African-American,0,F,0
4555,6961,Male,25 - 45,African-American,0,M,1
4556,6963,Female,Greater than 45,Caucasian,2,F,0
4557,6965,Female,25 - 45,Other,2,F,0
4558,6967,Male,Less than 25,Caucasian,0,M,0
4559,6968,Male,25 - 45,African-American,10,F,1
4560,6971,Male,25 - 45,African-American,5,F,1
4561,6975,Male,Less than 25,African-American,4,F,1
4562,6976,Male,25 - 45,Caucasian,0,M,0
4563,6977,Female,Greater than 45,Asian,6,F,1
4564,6979,Male,25 - 45,Caucasian,1,M,0
4565,6980,Female,25 - 45,African-American,13,F,1
4566,6981,Male,25 - 45,Caucasian,0,F,1
4567,6982,Male,Greater than 45,Hispanic,1,F,1
4568,6983,Male,Greater than 45,African-American,4,M,0
4569,6986,Male,25 - 45,Hispanic,1,M,0
4570,6988,Male,Greater than 45,Hispanic,5,F,0
4571,6989,Male,25 - 45,Caucasian,0,F,1
4572,6990,Male,Greater than 45,African-American,3,M,0
4573,6991,Male,25 - 45,African-American,2,F,1
4574,6996,Female,Less than 25,African-American,0,M,1
4575,6997,Male,25 - 45,African-American,2,M,1
4576,6998,Male,25 - 45,Hispanic,1,F,1
4577,6999,Male,Less than 25,African-American,0,F,0
4578,7003,Male,Greater than 45,African-American,20,M,1
4579,7004,Male,Less than 25,Caucasian,2,F,0
4580,7005,Male,25 - 45,African-American,2,F,0
4581,7006,Female,25 - 45,Caucasian,2,F,1
4582,7007,Female,25 - 45,African-American,6,F,0
4583,7008,Male,Greater than 45,African-American,12,M,1
4584,7009,Male,Less than 25,African-American,1,F,1
4585,7010,Male,Greater than 45,African-American,4,F,1
4586,7011,Male,Greater than 45,African-American,8,M,0
4587,7012,Male,25 - 45,African-American,0,F,0
4588,7015,Male,Less than 25,Caucasian,0,F,0
4589,7020,Male,25 - 45,Caucasian,0,F,1
4590,7022,Male,25 - 45,African-American,0,M,1
4591,7023,Male,25 - 45,Caucasian,2,F,0
4592,7024,Male,25 - 45,Caucasian,2,F,0
4593,7025,Female,25 - 45,African-American,0,M,1
4594,7026,Male,25 - 45,African-American,7,F,0
4595,7027,Male,Greater than 45,African-American,0,M,1
4596,7028,Male,25 - 45,Caucasian,5,F,1
4597,7029,Male,25 - 45,African-American,16,M,1
4598,7030,Male,25 - 45,Other,1,F,0
4599,7032,Female,Greater than 45,Caucasian,1,M,0
4600,7033,Male,Less than 25,African-American,2,F,0
4601,7034,Male,25 - 45,Caucasian,2,F,1
4602,7036,Male,25 - 45,Hispanic,0,M,1
4603,7037,Male,25 - 45,African-American,6,F,1
4604,7039,Female,25 - 45,Caucasian,3,F,1
4605,7040,Male,Less than 25,Caucasian,0,F,0
4606,7041,Male,Less than 25,African-American,0,F,1
4607,7042,Male,25 - 45,African-American,10,F,1
4608,7043,Male,25 - 45,African-American,0,F,0
4609,7044,Male,25 - 45,African-American,1,F,0
4610,7045,Male,25 - 45,Caucasian,7,F,1
4611,7047,Male,25 - 45,Native American,2,M,0
4612,7048,Male,25 - 45,African-American,0,M,1
4613,7050,Male,25 - 45,Hispanic,1,M,0
4614,7051,Male,Greater than 45,African-American,1,F,0
4615,7052,Male,Greater than 45,Caucasian,3,F,0
4616,7053,Male,25 - 45,African-American,0,F,0
4617,7054,Male,Greater than 45,Caucasian,0,M,0
4618,7055,Male,25 - 45,Caucasian,2,F,0
4619,7058,Male,Less than 25,African-American,1,M,0
4620,7060,Female,25 - 45,African-American,9,F,0
4621,7061,Male,Less than 25,Caucasian,0,M,1
4622,7063,Male,Greater than 45,African-American,5,M,1
4623,7064,Male,25 - 45,African-American,6,M,1
4624,7067,Male,Less than 25,Caucasian,2,F,1
4625,7068,Male,25 - 45,Caucasian,2,F,0
4626,7070,Male,Less than 25,African-American,2,F,0
4627,7073,Male,25 - 45,African-American,4,M,1
4628,7074,Female,Less than 25,Caucasian,4,M,1
4629,7076,Female,25 - 45,Caucasian,0,M,1
4630,7077,Male,25 - 45,African-American,8,F,1
4631,7078,Male,Greater than 45,African-American,29,F,1
4632,7079,Male,25 - 45,Caucasian,3,F,0
4633,7080,Female,Greater than 45,Caucasian,0,M,0
4634,7082,Male,25 - 45,Hispanic,0,F,0
4635,7084,Female,Less than 25,Caucasian,0,F,0
4636,7086,Male,Greater than 45,African-American,13,M,1
4637,7087,Male,Greater than 45,Other,0,F,0
4638,7092,Male,25 - 45,Caucasian,2,F,0
4639,7093,Male,Less than 25,African-American,1,F,0
4640,7095,Male,25 - 45,Hispanic,1,M,0
4641,7097,Male,25 - 45,African-American,8,F,0
4642,7098,Male,Less than 25,African-American,3,F,1
4643,7099,Male,25 - 45,African-American,2,F,0
4644,7100,Male,25 - 45,African-American,11,M,1
4645,7101,Female,Less than 25,Caucasian,0,F,0
4646,7103,Male,Less than 25,Other,4,F,0
4647,7104,Male,Greater than 45,Caucasian,4,M,1
4648,7105,Male,25 - 45,African-American,15,F,1
4649,7107,Male,25 - 45,African-American,10,F,1
4650,7108,Male,25 - 45,African-American,15,M,1
4651,7109,Male,Greater than 45,Caucasian,0,F,0
4652,7110,Male,25 - 45,Caucasian,1,F,0
4653,7111,Male,Greater than 45,Caucasian,3,M,1
4654,7112,Male,Greater than 45,African-American,10,M,1
4655,7114,Male,Less than 25,African-American,0,F,1
4656,7116,Male,25 - 45,African-American,9,F,0
4657,7117,Male,Greater than 45,Caucasian,0,F,0
4658,7119,Male,Less than 25,African-American,3,M,0
4659,7120,Male,Greater than 45,Caucasian,2,F,1
4660,7121,Male,25 - 45,Asian,0,F,0
4661,7123,Male,25 - 45,African-American,0,M,1
4662,7124,Male,25 - 45,Caucasian,4,M,1
4663,7125,Female,25 - 45,African-American,5,F,0
4664,7126,Female,Greater than 45,Caucasian,0,M,0
4665,7127,Male,25 - 45,Other,2,M,0
4666,7130,Male,25 - 45,Caucasian,4,F,1
4667,7131,Male,25 - 45,African-American,7,F,1
4668,7135,Male,Greater than 45,Caucasian,3,F,0
4669,7136,Male,25 - 45,African-American,3,F,1
4670,7139,Female,25 - 45,African-American,0,F,0
4671,7140,Female,25 - 45,African-American,0,M,1
4672,7141,Male,25 - 45,Caucasian,1,F,0
4673,7142,Female,25 - 45,Other,0,F,0
4674,7143,Male,Greater than 45,African-American,1,F,0
4675,7144,Male,25 - 45,African-American,3,M,0
4676,7145,Male,25 - 45,African-American,1,F,1
4677,7148,Male,Greater than 45,Hispanic,8,F,0
4678,7149,Male,Less than 25,Caucasian,1,F,0
4679,7150,Female,Less than 25,African-American,0,M,1
4680,7151,Male,25 - 45,African-American,5,F,1
4681,7153,Male,Less than 25,African-American,0,M,0
4682,7154,Male,Greater than 45,Caucasian,1,M,0
